id,jurisdiction,geo_scope,country,state,state_code,title,tech_category,status,effective_date,risk_score,risk_rag,criticality,evidence_status,source_count
REG-5E5ED237,United States (Federal),US_FEDERAL,,United States,,DHS Office of Inspector General audit of biometric/PII data practices tied to immigration enforcement,Biometrics,Proposed,2026-02-06,15,Amber,4,Unknown,1
REG-E7FD193C,United States (Federal),US_FEDERAL,,United States,,Local Policy / Federal Misuse,ALPR/LPR,Proposed,2026-02-08,15,Amber,4,Unknown,1
REG-66B2E9EA,United States (Federal),US_FEDERAL,,United States,,DHS/ICE Biometric Oversight,Biometrics,Proposed,2026-02-08,15,Amber,4,Unknown,1
REG-59CCA1E7,Hong Kong,COUNTRY,Hong Kong,Hong Kong,,National Security Law,AI,Proposed,2026-02-08,15,Amber,4,Unknown,1
REG-07B4D412,United States (Federal),US_FEDERAL,,United States,,Privacy Act (via Tribunal Ruling),Biometrics,Proposed,2026-02-08,15,Amber,4,Unknown,1
REG-33A3DF7C,United States (Federal),US_FEDERAL,,United States,,Municipal Contract / Council Vote,ALPR/LPR,Proposed,2026-02-09,15,Amber,4,Unknown,1
REG-51A3D0BC,United States (Federal),US_FEDERAL,,United States,,State Lawsuit (vs El Cajon),ALPR/LPR,Proposed,2026-02-09,15,Amber,4,Unknown,1
REG-5E8C8DE2,United States (Federal),US_FEDERAL,,United States,,DHS Privacy Probe,Biometrics,Proposed,2026-02-09,15,Amber,4,Unknown,1
REG-7C3C853B,European Union,COUNTRY,European Union,European Union,,Antitrust Enforcement (DMA/AI Act),AI,Enacted,2026-02-09,15,Amber,4,Partially,1
REG-7D541719,United States (Federal),US_FEDERAL,,United States,,Covert license plate readers feeding Border Patrol intelligence program (advocacy request),ALPR/LPR,Proposed,2026-02-10,15,Amber,4,Unknown,1
REG-497C8339,United States (Federal),US_FEDERAL,,United States,,Senate Bill 40 (Driver Privacy and Safety Act),ALPR/LPR,Proposed,2026-02-10,15,Amber,4,Unknown,1
REG-1300C583,United States (Federal),US_FEDERAL,,United States,,Automated License Plate Readers Bill,ALPR/LPR,Proposed,,15,Amber,4,Unknown,1
REG-38A44D1B,United States (Federal),US_FEDERAL,,United States,,Utah AI Safety Bill,AI,Proposed,,15,Amber,4,Unknown,1
REG-A60B9DDF,United States (Federal),US_FEDERAL,,United States,,Biometric Identifier Law,Biometrics,Proposed,,15,Amber,4,Unknown,1
REG-7075C9CB,Onondaga County,COUNTRY,Onondaga County,Onondaga County,,Proposed county legislation,Biometrics,Proposed,,15,Amber,4,Unknown,1
REG-80834E0B,European Union,COUNTRY,European Union,European Union,,Digital Services Act (DSA),AI,Enacted,,15,Amber,4,Partially,1
REG-3DFD16EF,"Utah, USA",US_STATE,,Utah,UT,AI Safety Bill,AI,Proposed,,15,Amber,4,Unknown,1
REG-0A438D43,Ontario,COUNTRY,Ontario,Ontario,,IPC Guidance on AI Scribes,AI,Proposed,1905-07-18,15,Amber,4,Unknown,1
REG-4B63C63C,"Michigan, USA",US_STATE,,Michigan,MI,Michigan Bills Regulating Automatic License Plate Readers,ALPR/LPR,Proposed,,15,Amber,4,Unknown,1
REG-9578302F,"California, USA",US_STATE,,California,CA,California AI Disclosure Law,AI,Proposed,,15,Amber,4,Unknown,1
REG-8C15EEC5,United States (Federal),US_FEDERAL,,United States,,FTC Action / State AG Demands regarding Meta,Biometrics,Proposed,2026-02-20,15,Amber,4,Unknown,1
REG-AED03D8D,"New York, USA",US_STATE,,New York,NY,Local Biometric ID Technology Usage Law,Biometrics,Proposed,2026-02-20,15,Amber,4,Unknown,1
REG-EA2F123B,European Union,COUNTRY,European Union,European Union,,EU AI Act (Regulation (EU) 2024/1689),AI,Enacted,2026-02-20,15,Amber,4,Partially,1
REG-D6835117,Germany,COUNTRY,Germany,Germany,,German AI Market Surveillance and Innovation Promotion Act,AI,Proposed,2026-02-20,15,Amber,4,Unknown,1
REG-DC4973E2,"Connecticut, USA",US_STATE,,Connecticut,CT,Connecticut Data Privacy Act (CTDPA) / AI Chatbot Regulations,AI,Proposed,2026-02-21,15,Amber,4,Unknown,2
REG-A7CD6FA6,United States (Federal),US_FEDERAL,,United States,,Financial Services AI Risk Management Framework,AI,Proposed,2026-02-24,15,Amber,4,Unknown,4
REG-87C81987,United Kingdom,COUNTRY,United Kingdom,United Kingdom,,ICO GDPR Enforcement,Data Privacy,Enacted,2026-02-21,15,Amber,4,Partially,2
REG-40CA3828,United States (Federal),US_FEDERAL,,United States,,ICE Out of Our Faces Act (S. 3779),Biometrics,Proposed,2026-02-22,15,Amber,4,Unknown,1
REG-F891D4FC,European Union,COUNTRY,European Union,European Union,,ICT Supply Chain Security Toolbox,Data Privacy,Enacted,2026-02-22,15,Amber,4,Partially,1
REG-B865EE63,United States (Federal),US_FEDERAL,,United States,,Federal AI Executive Order / Legislative Framework,AI,Proposed,2026-02-22,15,Amber,4,Unknown,1
REG-F38183D6,United States (Federal),US_FEDERAL,,United States,,Federal AI Standards / EO 14179,AI,Proposed,2026-02-24,15,Amber,4,Unknown,2
REG-F41AE7B5,"Washington, USA",US_STATE,,Washington,WA,Municipal ALPR Contract Ban,ALPR/LPR,Proposed,2026-02-24,15,Amber,4,Unknown,2
REG-D6C1F691,United Kingdom,COUNTRY,United Kingdom,United Kingdom,,Digital Rights Act / Online Safety Act,Data Privacy,Enacted,2026-02-24,15,Amber,4,Partially,2
REG-F2B926A2,"Colorado, USA",US_STATE,,Colorado,CO,3D Printed Gun File Ban,Data Privacy,Proposed,2026-02-24,15,Amber,4,Unknown,2
REG-6D53C9D5,"Colorado, USA",US_STATE,,Colorado,CO,Protecting Everyone from Excessive Police Surveillance (PEEPS) Act,ALPR/LPR,Proposed,2026-02-25,15,Amber,4,Unknown,1
REG-A56D3D89,United States (Federal),US_FEDERAL,,United States,,National AI Safety Institute,AI,Proposed,2026-02-25,15,Amber,4,Unknown,5
REG-E2F584FC,United States (Federal),US_FEDERAL,,United States,,SAFE Act,Data Privacy,Proposed,2026-02-25,15,Amber,4,Unknown,1
REG-3013679A,United States (Federal),US_FEDERAL,,United States,,CIRCIA,Data Privacy,Proposed,2026-02-25,15,Amber,4,Unknown,1
REG-9BD0E431,European Union,COUNTRY,European Union,European Union,,Digital Services Act (DSA),Data Privacy,Enacted,2026-02-25,15,Amber,4,Partially,3
REG-0CE8A34A,United States (Federal),US_FEDERAL,,United States,,DoD Supply Chain Risk Designation,AI,Proposed,2026-02-25,15,Amber,4,Unknown,1
REG-AF86BF69,United States (Federal),US_FEDERAL,,United States,,Mayoral Directive / Proposed Ban,Biometrics,Proposed,2026-02-27,15,Amber,4,Unknown,1
REG-DBBCFC06,United States (Federal),US_FEDERAL,,United States,,Freedom of Information Act Exemption Bill,ALPR/LPR,Proposed,,15,Amber,4,Unknown,1
REG-34ED41ED,United States (Federal),US_FEDERAL,,United States,,Section 702 Surveillance Law,Data Privacy,Proposed,2026-02-28,15,Amber,4,Unknown,1
REG-2A23E760,"Washington, USA",US_STATE,,Washington,WA,ALPR Regulation Bill,ALPR/LPR,Proposed,2025-12-31,15,Amber,4,Unknown,2
REG-747B23D5,United States (Federal),US_FEDERAL,,United States,,FAA BVLOS Overhaul (NPRM),Drones/UAS,Proposed,2026-01-02,15,Amber,4,Unknown,1
REG-06AEBC5A,"Colorado, USA",US_STATE,,Colorado,CO,Unspecified Senate Bill,ALPR/LPR,Proposed,2026-01-02,15,Amber,4,Unknown,1
REG-19E2B079,"Tennessee, USA",US_STATE,,Tennessee,TN,AI Companion Bill,AI,Proposed,2026-01-03,15,Amber,4,Unknown,1
REG-F27DF577,"Florida, USA",US_STATE,,Florida,FL,State Regulatory Authority Statement,AI,Proposed,2026-01-03,15,Amber,4,Unknown,1
REG-DAE5F29D,United States (Federal),US_FEDERAL,,United States,,Automated License Plate Reader Regulation Bill,ALPR/LPR,Proposed,2026-01-05,15,Amber,4,Unknown,1
REG-50F3715A,United States (Federal),US_FEDERAL,,United States,,DROP Program / CPRA,Data Privacy,Proposed,2026-01-05,15,Amber,4,Unknown,1
REG-6C3A74E2,United States (Federal),US_FEDERAL,,United States,,Executive Order on AI (Trump Administration),AI,Proposed,2025-12-10,15,Amber,4,Unknown,3
REG-ABD309B9,United States (Federal),US_FEDERAL,,United States,,FCC Foreign-Made Drone Restriction,Drones/UAS,Proposed,2026-01-06,15,Amber,4,Unknown,1
REG-D67649F4,United States (Federal),US_FEDERAL,,United States,,Executive Order on Federal AI Policy,AI,Proposed,2026-01-07,15,Amber,4,Unknown,1
REG-6E7D1A1B,United States (Federal),US_FEDERAL,,United States,,National Defense Authorization Act (NDAA),AI,Proposed,2025-11-23,15,Amber,4,Unknown,3
REG-AF629642,United States (Federal),US_FEDERAL,,United States,,FCC Drone Ban / Supply Chain Rules,Drones/UAS,Proposed,2026-01-08,15,Amber,4,Unknown,1
REG-738FF864,"New York, USA",US_STATE,,New York,NY,Customer Biometric Privacy Act,Biometrics,Proposed,2026-01-08,15,Amber,4,Unknown,1
REG-D1320FC6,"New York, USA",US_STATE,,New York,NY,Facial Recognition Ban Legislation,Biometrics,Proposed,2026-01-08,15,Amber,4,Unknown,1
REG-73ED7148,China,COUNTRY,China,China,,Framework for Emotionally Interactive AI,AI,Proposed,2026-01-08,15,Amber,4,Unknown,1
REG-6DEB9C40,"Maryland, USA",US_STATE,,Maryland,MD,Consumer Privacy / Biometric Concerns,Biometrics,Proposed,2026-01-08,15,Amber,4,Unknown,1
REG-E6AAFF7B,United States (Federal),US_FEDERAL,,United States,,Proposed State Legislation (2026 Session),Biometrics,Proposed,2026-01-08,15,Amber,4,Unknown,1
REG-5B8651B6,United States (Federal),US_FEDERAL,,United States,,Proposed Flock Camera Regulation,ALPR/LPR,Proposed,2026-01-09,15,Amber,4,Unknown,1
REG-527A04D3,United States (Federal),US_FEDERAL,,United States,,Biometric Privacy Legislation (State & City),Biometrics,Proposed,2026-01-09,15,Amber,4,Unknown,1
REG-8D221B29,European Union,COUNTRY,European Union,European Union,,EU AI Act / Digital Markets Act,AI,Enacted,2026-01-09,15,Amber,4,Partially,1
REG-2D6730C3,United States (Federal),US_FEDERAL,,United States,,NIST AI Risk Management Framework (Guidance),AI,Proposed,2026-01-09,15,Amber,4,Unknown,1
REG-CC6AACAF,United States (Federal),US_FEDERAL,,United States,,Proposed Facial Recognition Ban,Biometrics,Proposed,2026-01-11,15,Amber,4,Unknown,1
REG-C5B03B07,United States (Federal),US_FEDERAL,,United States,,Biometric Data Collection Legislation,Biometrics,Proposed,2026-01-11,15,Amber,4,Unknown,1
REG-6BF05416,United States (Federal),US_FEDERAL,,United States,,Flock Camera Regulation Bill,ALPR/LPR,Proposed,2026-01-11,15,Amber,4,Unknown,1
REG-11C1A394,United States (Federal),US_FEDERAL,,United States,,Restriction Scrapped on Chinese Drones (DJI),Drones/UAS,Proposed,2026-01-12,15,Amber,4,Unknown,1
REG-116DF9B9,"New York, USA",US_STATE,,New York,NY,Biometric Surveillance Ban in Stores,Biometrics,Proposed,2026-01-12,15,Amber,4,Unknown,1
REG-741677D5,"Connecticut, USA",US_STATE,,Connecticut,CT,Retail Facial Recognition Ban,Biometrics,Proposed,2026-01-12,15,Amber,4,Unknown,1
REG-E721B3D3,"Kentucky, USA",US_STATE,,Kentucky,KY,Statewide Rules for ALPR,ALPR/LPR,Proposed,2026-01-12,15,Amber,4,Unknown,1
REG-D9E80B41,United States (Federal),US_FEDERAL,,United States,,Cargo Theft Legislation,AI,Proposed,2026-01-12,15,Amber,4,Unknown,2
REG-76F2F75A,United States (Federal),US_FEDERAL,,United States,,Executive Order / FTC Enforcement,AI,Proposed,2026-01-13,15,Amber,4,Unknown,2
REG-4FA79438,United States (Federal),US_FEDERAL,,United States,,H.R. 2853 (Combating Organized Retail Crime Act),AI,Proposed,2026-01-13,15,Amber,4,Unknown,2
REG-05C719CA,"Connecticut, USA",US_STATE,,Connecticut,CT,Connecticut Data Privacy Act / Retail Ban,Biometrics,Proposed,2026-01-13,15,Amber,4,Unknown,2
REG-8D4DB9DD,"New York, USA",US_STATE,,New York,NY,Biometric Checks for Sports Betting,Biometrics,Proposed,2026-01-13,15,Amber,4,Unknown,2
REG-C187FB1A,United States (Federal),US_FEDERAL,,United States,,Combating Organized Retail Crime Act,Biometrics,Proposed,2026-01-14,15,Amber,4,Unknown,1
REG-025F1B21,"Connecticut, USA",US_STATE,,Connecticut,CT,Facial Recognition Ban in Retail,Biometrics,Proposed,2026-01-14,15,Amber,4,Unknown,1
REG-3267970F,"New York, USA",US_STATE,,New York,NY,Underage Gambling Prevention / Biometric Mandate,Biometrics,Proposed,2026-01-14,15,Amber,4,Unknown,1
REG-D5CFAC42,"Washington, USA",US_STATE,,Washington,WA,AI Safety Laws for Minors,AI,Proposed,2026-01-14,15,Amber,4,Unknown,1
REG-78933DCE,United States (Federal),US_FEDERAL,,United States,,FCC Covered List / Drone Security Act,Drones/UAS,Proposed,2026-01-14,15,Amber,4,Unknown,1
REG-2A1B2437,United States (Federal),US_FEDERAL,,United States,,Combating Organized Retail Crime Act (CORCA),Data Privacy,Proposed,2026-01-17,15,Amber,4,Unknown,2
REG-5C60E463,"Connecticut, USA",US_STATE,,Connecticut,CT,State Facial Recognition Ban,Biometrics,Proposed,2026-01-15,15,Amber,4,Unknown,1
REG-61E1B354,United States (Federal),US_FEDERAL,,United States,,Export Control Rules,AI,Proposed,2026-01-15,15,Amber,4,Unknown,1
REG-38E29B77,"Oklahoma, USA",US_STATE,,Oklahoma,OK,AI Safeguards / Biometric Surveillance Bill,Biometrics,Proposed,2026-01-16,15,Amber,4,Unknown,2
REG-A06D6E74,United States (Federal),US_FEDERAL,,United States,,DHS Mobile Biometric Surveillance Bill,Biometrics,Proposed,2026-01-16,15,Amber,4,Unknown,2
REG-F49EFD82,United States (Federal),US_FEDERAL,,United States,,CISA AI Security Guidance,AI,Proposed,2026-01-16,15,Amber,4,Unknown,2
REG-C0E17152,"Oklahoma, USA",US_STATE,,Oklahoma,OK,AI Surveillance Pricing Ban,AI,Proposed,2026-01-17,15,Amber,4,Unknown,1
REG-5E53C3A8,United States (Federal),US_FEDERAL,,United States,,FCC Drone Controls,Drones/UAS,Proposed,2026-01-17,15,Amber,4,Unknown,1
REG-9DA1F88D,"Arizona, USA",US_STATE,,Arizona,AZ,License Plate Reader Bill (Sen. Payne),ALPR/LPR,Proposed,2026-01-17,15,Amber,4,Unknown,1
REG-8366AA65,"Washington, USA",US_STATE,,Washington,WA,Immigrant Protection / ALPR Restrictions,ALPR/LPR,Proposed,2026-01-17,15,Amber,4,Unknown,1
REG-0A2D21A0,United States (Federal),US_FEDERAL,,United States,,DHS Biometric Surveillance Limitations,Biometrics,Proposed,2026-01-17,15,Amber,4,Unknown,1
REG-B22061C8,"Louisiana, USA",US_STATE,,Louisiana,LA,Facial Recognition Ordinance/Law,Biometrics,Proposed,2026-01-17,15,Amber,4,Unknown,1
REG-5439D422,United States (Federal),US_FEDERAL,,United States,,2025 Legislative Session - ORC Expansion,Data Privacy,Proposed,2026-01-20,15,Amber,4,Unknown,1
REG-AEF1364C,European Union,COUNTRY,European Union,European Union,,GDPR Enforcement,Data Privacy,Enacted,2026-01-20,15,Amber,4,Partially,1
REG-EEC2447C,United States (Federal),US_FEDERAL,,United States,,FTC Settlement,Data Privacy,Proposed,2026-01-20,15,Amber,4,Unknown,1
REG-71772649,United States (Federal),US_FEDERAL,,United States,,State Legislation 2026,AI,Proposed,2026-01-20,15,Amber,4,Unknown,1
REG-CA0BA043,United States (Federal),US_FEDERAL,,United States,,2025 Legislative Session - Organized Retail Theft,Data Privacy,Proposed,2026-01-19,15,Amber,4,Unknown,1
REG-F63F399E,United States (Federal),US_FEDERAL,,United States,,Cargo Security Innovation Act,Drones/UAS,Proposed,2026-01-19,15,Amber,4,Unknown,1
REG-FD2BC2C7,United States (Federal),US_FEDERAL,,United States,,Foreign-Made Drone Exemption,Drones/UAS,Proposed,2026-01-19,15,Amber,4,Unknown,1
REG-5EBDF823,European Union,COUNTRY,European Union,European Union,,AI Act (Enforcement),AI,Enacted,2026-01-19,15,Amber,4,Partially,1
REG-F40D46F9,United States (Federal),US_FEDERAL,,United States,,AI Executive Order (Implementation),AI,Proposed,2026-01-19,15,Amber,4,Unknown,1
REG-563DF536,United States (Federal),US_FEDERAL,,United States,,Age Assurance Law,Biometrics,Proposed,2026-01-19,15,Amber,4,Unknown,1
REG-D9E02748,Turkey,COUNTRY,Turkey,Turkey,,Travel Entry Requirements,Biometrics,Proposed,2026-01-19,15,Amber,4,Unknown,1
REG-C3E6BC03,United States (Federal),US_FEDERAL,,United States,,Mobile Biometric Surveillance Limits (Proposed),Biometrics,Proposed,2026-01-20,15,Amber,4,Unknown,1
REG-F5E40778,"Oregon, USA",US_STATE,,Oregon,OR,License Plate Reader Legislation,ALPR/LPR,Proposed,2026-01-20,15,Amber,4,Unknown,1
REG-5D8FD704,United States (Federal),US_FEDERAL,,United States,,Combating Organized Retail Crime Act (H.R. 2853/S. 1404),Data Privacy,Proposed,2026-01-22,15,Amber,4,Unknown,2
REG-378187C3,United States (Federal),US_FEDERAL,,United States,,FTC Enforcement Action (Amazon Prime),Data Privacy,Proposed,2026-01-22,15,Amber,4,Unknown,1
REG-589EE9A9,United States (Federal),US_FEDERAL,,United States,,Fraud Enforcement Division Creation,AI,Proposed,2026-01-22,15,Amber,4,Unknown,1
REG-3BA0157B,United States (Federal),US_FEDERAL,,United States,,Statewide License Plate Reader Regulation,ALPR/LPR,Proposed,2026-01-21,15,Amber,4,Unknown,1
REG-F3C44D13,United States (Federal),US_FEDERAL,,United States,,Facial Recognition Regulation,Biometrics,Proposed,2025-12-05,15,Amber,4,Unknown,2
REG-FB19F4E7,United States (Federal),US_FEDERAL,,United States,,FCC Drone Ban (DJI),Drones/UAS,Proposed,2026-01-21,15,Amber,4,Unknown,1
REG-2449261F,United States (Federal),US_FEDERAL,,United States,,TSA PreCheck Biometric Data Collection Update,Biometrics,Proposed,2026-01-21,15,Amber,4,Unknown,1
REG-6A3F396C,United States (Federal),US_FEDERAL,,United States,,AI Overwatch Act / AI Export Restrictions,AI,Proposed,2026-01-22,15,Amber,4,Unknown,1
REG-427EE545,United States (Federal),US_FEDERAL,,United States,,Surveillance Pricing Legislation,Data Privacy,Proposed,2026-01-22,15,Amber,4,Unknown,1
REG-D0C28B47,United States (Federal),US_FEDERAL,,United States,,Retail Surveillance / Surge Pricing Bill,Data Privacy,Proposed,2026-01-22,15,Amber,4,Unknown,1
REG-EE22EA71,United States (Federal),US_FEDERAL,,United States,,Surveillance Pricing Ban,Data Privacy,Proposed,2026-01-22,15,Amber,4,Unknown,1
REG-2928DF63,United States (Federal),US_FEDERAL,,United States,,DHS Biometric Policy,Biometrics,Proposed,2026-01-22,15,Amber,4,Unknown,1
REG-F66E8AE8,United States (Federal),US_FEDERAL,,United States,,Surveillance Pricing Ban Bills,AI,Proposed,2026-01-24,15,Amber,4,Unknown,1
REG-08EA8E8A,United States (Federal),US_FEDERAL,,United States,,Facial Recognition Ban Bill,Biometrics,Proposed,2026-01-24,15,Amber,4,Unknown,1
REG-FCDF2EFC,India,COUNTRY,India,India,,National AI Governance Framework,AI,Proposed,2026-01-24,15,Amber,4,Unknown,1
REG-7569B365,United States (Federal),US_FEDERAL,,United States,,FTC Settlement (Amazon),Data Privacy,Proposed,2026-01-25,15,Amber,4,Unknown,1
REG-E8EDACC5,South Korea,COUNTRY,South Korea,South Korea,,Aviation Safety Act,Drones/UAS,Proposed,2026-01-25,15,Amber,4,Unknown,1
REG-F0CBBD72,United States (Federal),US_FEDERAL,,United States,,False Claims Act (FY 2025 Report),Data Privacy,Proposed,2026-01-25,15,Amber,4,Unknown,1
REG-A78FBC8D,"New York, USA",US_STATE,,New York,NY,Biometric Privacy Legislation,Biometrics,Proposed,,15,Amber,4,Unknown,1
REG-36A4CF08,European Union,COUNTRY,European Union,European Union,,EU AI Act / Digital Services Act (DSA),AI,Enacted,2025-12-12,15,Amber,4,Partially,2
REG-5DFD8009,United States (Federal),US_FEDERAL,,United States,,Federal AI Regulation / Executive Orders,AI,Proposed,,15,Amber,4,Unknown,1
REG-8371CE6D,United States (Federal),US_FEDERAL,,United States,,FISA Section 702 Hearing,Data Privacy,Proposed,2026-01-28,15,Amber,4,Unknown,1
REG-E2B31DF0,United States (Federal),US_FEDERAL,,United States,,OMB Supply Chain Security Memo,Data Privacy,Proposed,2026-01-28,15,Amber,4,Unknown,1
REG-432DDC14,United States (Federal),US_FEDERAL,,United States,,Child Safety Tech Rules Extension,AI,Proposed,2026-01-28,15,Amber,4,Unknown,1
REG-AE9BE545,United States (Federal),US_FEDERAL,,United States,,SB 1238,Biometrics,Proposed,2023-02-01,15,Amber,4,Unknown,1
REG-46157296,"California, USA",US_STATE,,California,CA,California Automated Decision System Regulation,AI,Proposed,2025-10-01,15,Amber,4,Unknown,1
REG-905B63DA,"California, USA",US_STATE,,California,CA,Assembly Bill 2943 (Retail Theft),AI,Proposed,2025-08-22,15,Amber,4,Unknown,1
REG-C083F9F8,"California, USA",US_STATE,,California,CA,California AI Bills,AI,Proposed,2024-01-01,15,Amber,4,Unknown,1
REG-7460530B,United States (Federal),US_FEDERAL,,United States,,Otter.ai Audio Recording Lawsuit,AI,Proposed,2025-07-01,15,Amber,4,Unknown,1
REG-7C9CA788,Canada,COUNTRY,Canada,Canada,,OPC Biometric Guidance,Biometrics,Proposed,,15,Amber,4,Unknown,1
REG-1D8008EC,"Colorado, USA",US_STATE,,Colorado,CO,Colorado AI Act,AI,Proposed,2025-08-22,15,Amber,4,Unknown,10
REG-5D97AA0D,United States (Federal),US_FEDERAL,,United States,,Guide on Biometric Management,Biometrics,Proposed,2025-08-14,15,Amber,4,Unknown,1
REG-52F583EE,"Connecticut, USA",US_STATE,,Connecticut,CT,"Connecticut Data Privacy Act (CTDPA), Amended",Biometrics,Proposed,2025-07-01,15,Amber,4,Unknown,1
REG-029A8835,"Washington, USA",US_STATE,,Washington,WA,Retail Crime Task Force Proposal,AI,Proposed,2025-08-22,15,Amber,4,Unknown,1
REG-197A624A,United States (Federal),US_FEDERAL,,United States,,Surveillance Pricing Ban,AI,Proposed,2025-08-19,15,Amber,4,Unknown,1
REG-1D2555E6,United States (Federal),US_FEDERAL,,United States,,Restrictions on Facial Recognition Technology by Law Enforcement,Biometrics,Proposed,2023-11-01,15,Amber,4,Unknown,1
REG-DC26A9CB,"Louisiana, USA",US_STATE,,Louisiana,LA,City Ordinance (proposed),Biometrics,Proposed,2025-08-19,15,Amber,4,Unknown,1
REG-5EF3E6B4,"New York, USA",US_STATE,,New York,NY,Digital Fairness Act (S. 2277/A. 3308),AI,Proposed,2023-01-01,15,Amber,4,Unknown,1
REG-7F721A53,"New York, USA",US_STATE,,New York,NY,Proposed Facial Recognition Ban,Biometrics,Proposed,2025-09-01,15,Amber,4,Unknown,1
REG-DFBEDEF7,"New York, USA",US_STATE,,New York,NY,New York Bill to Ban Police Use of Facial Recognition,Biometrics,Proposed,2025-09-06,15,Amber,4,Unknown,1
REG-3B8662AB,United States (Federal),US_FEDERAL,,United States,,Biometric Privacy Act (A. 1362/S. 4457),Biometrics,Proposed,2023-01-01,15,Amber,4,Unknown,2
REG-70861797,United States (Federal),US_FEDERAL,,United States,,S. 2390,Biometrics,Proposed,2023-01-01,15,Amber,4,Unknown,1
REG-A022F078,United States (Federal),US_FEDERAL,,United States,,State ALPR Laws,ALPR/LPR,Proposed,,15,Amber,4,Unknown,2
REG-A2F6BE66,United States (Federal),US_FEDERAL,,United States,,Model Legislation to Ban Warrantless ALPR Surveillance,ALPR/LPR,Proposed,2025-08-14,15,Amber,4,Unknown,1
REG-7F49309D,United States (Federal),US_FEDERAL,,United States,,AI Accountability and Personal Data Protection Act,AI,Proposed,2025-08-16,15,Amber,4,Unknown,1
REG-BC9284DC,United States (Federal),US_FEDERAL,,United States,,State and Local Facial Recognition Laws,Biometrics,Proposed,2025-08-16,15,Amber,4,Unknown,1
REG-80F515D6,United States (Federal),US_FEDERAL,,United States,,FTC Advance Notice of Proposed Rulemaking: Commercial Surveillance and Data Security Practices,AI,Proposed,2022-08-01,15,Amber,4,Unknown,1
REG-68BBAD4F,United States (Federal),US_FEDERAL,,United States,,Commercial Facial Recognition Privacy Act,Biometrics,Proposed,2019-03-01,15,Amber,4,Unknown,1
REG-7BC1262E,United States (Federal),US_FEDERAL,,United States,,"AI Surveillance Legislation (""Chip Security Act"")",AI,Proposed,2025-07-01,15,Amber,4,Unknown,1
REG-19C1516E,United States (Federal),US_FEDERAL,,United States,,FAA Part 108 (Drone Regulation),Drones/UAS,Proposed,2025-07-01,15,Amber,4,Unknown,1
REG-82D16149,United States (Federal),US_FEDERAL,,United States,,Traveler Privacy Protection Act of 2025,Biometrics,Proposed,2025-08-19,15,Amber,4,Unknown,1
REG-B00D989A,United States (Federal),US_FEDERAL,,United States,,FAA BVLOS Rule,Drones/UAS,Proposed,2025-08-21,15,Amber,4,Unknown,1
REG-42AB01AA,United States (Federal),US_FEDERAL,,United States,,Counter-Drone Authority Bill,Drones/UAS,Proposed,2025-08-26,15,Amber,4,Unknown,1
REG-0D4BE069,United States (Federal),US_FEDERAL,,United States,,FAA Part 107 Rule,Drones/UAS,Proposed,2025-08-07,15,Amber,4,Unknown,1
REG-7A8DA785,United States (Federal),US_FEDERAL,,United States,,Proposed Federal Ban on AI Surveillance,AI,Proposed,2025-09-05,15,Amber,4,Unknown,1
REG-8218F7D6,United States (Federal),US_FEDERAL,,United States,,Organized Retail Crime Act of 2025,ALPR/LPR,Proposed,2025-09-08,15,Amber,4,Unknown,1
REG-711A4010,"California, USA",US_STATE,,California,CA,License Plate Reader Expansion Vote,ALPR/LPR,Proposed,2025-09-07,15,Amber,4,Unknown,1
REG-AD8B62CF,United States (Federal),US_FEDERAL,,United States,,Commerce Department Import Restrictions,Drones/UAS,Proposed,2025-09-07,15,Amber,4,Unknown,1
REG-80CA670F,United States (Federal),US_FEDERAL,,United States,,Sen. Cruz AI Sandbox Bill,AI,Proposed,2025-09-10,15,Amber,4,Unknown,1
REG-D068DF43,"Colorado, USA",US_STATE,,Colorado,CO,"Colorado Privacy Act (CPA), Proposed Rulemaking",Data Privacy,Proposed,2025-09-14,15,Amber,4,Unknown,1
REG-CA1FC9D0,United States (Federal),US_FEDERAL,,United States,,"Arizona Supreme Court Donor-Doxxing Law, Arguments Heard",ALPR/LPR,Proposed,2025-09-14,15,Amber,4,Unknown,1
REG-D084B9FD,"California, USA",US_STATE,,California,CA,No Robo Bosses Act,AI,Proposed,2025-09-16,15,Amber,4,Unknown,1
REG-05F9F139,"Oklahoma, USA",US_STATE,,Oklahoma,OK,AI Monitoring Pilot (Parole/Probation),Biometrics,Proposed,2025-09-22,15,Amber,4,Unknown,1
REG-4198DE52,"Iowa, USA",US_STATE,,Iowa,IA,Combating Organized Retail Crime Act (CORCA),AI,Proposed,2025-09-22,15,Amber,4,Unknown,1
REG-C297D7B9,United States (Federal),US_FEDERAL,,United States,,ALPR Camera Use on Reservation,ALPR/LPR,Proposed,2025-09-23,15,Amber,4,Unknown,1
REG-14DF73EF,United States (Federal),US_FEDERAL,,United States,,NYDFS Industry Letter: Cybersecurity Threat Alert – Cisco Zero-Day Vulnerabilities,Data Privacy,Proposed,2025-09-26,15,Amber,4,Unknown,1
REG-1DBCF85E,United States (Federal),US_FEDERAL,,United States,,"BIPA Class Actions re: Wrigley Field Facial Recognition (Berta v. Blue Star Security, et al.; Lichte v. [Unknown])",Biometrics,Proposed,2025-09-26,15,Amber,4,Unknown,1
REG-7A8E5306,United States (Federal),US_FEDERAL,,United States,,Notice of Request for Information; Regulatory Reform on Artificial Intelligence,AI,Proposed,2025-09-26,15,Amber,4,Unknown,1
